Bank,City,Branch,Location,Review,Rating,Date
ATTIJARIWAFA BANK,Asila,Attijariwafa Bank,"21 Av. Mohamed V, Asilah",Une agence bancaire responsable et respectueuse de ses clients.  Une amabilité Une bienveillance et un service inégalés de la part de tout le personnel et à leur tête le chef de service Mr Said. Je suis fière d'être parmi ses clients.,5 étoiles,il y a 2 mois
ATTIJARIWAFA BANK,Asila,Attijariwafa Bank,"21 Av. Mohamed V, Asilah",mauvais traitement,1 étoile,il y a un an
ATTIJARIWAFA BANK,Asila,Attijariwafa Bank,"21 Av. Mohamed V, Asilah",Pas de texte,5 étoiles,il y a 2 jours
ATTIJARIWAFA BANK,Asila,Attijariwafa Bank,"FX67+X8R, Av. 16 Novembre, Asilah",Il donne un faux numéro téléphone ☎ même si on appelle ils sont pas joignable nul de chez nul 🇲🇦🇨🇵👎👎👎 …,1 étoile,il y a 4 ans
ATTIJARIWAFA BANK,Asila,Attijariwafa Bank,"FX67+X8R, Av. 16 Novembre, Asilah","Bon service avec un jeune directeur
Merci",5 étoiles,il y a 4 ans
ATTIJARIWAFA BANK,Asila,Attijariwafa Bank,"FX67+X8R, Av. 16 Novembre, Asilah","Pas utile et assez hostile.  J'ai utilisé le distributeur automatique de billets et il a avalé ma carte.  J'ai réussi à récupérer ma carte mais la banque ne me donne pas l'argent émis qui a été prélevé sur mon compte, ce n'est pas très professionnel",1 étoile,il y a 2 ans
BANK AL YOUSR,Asila,Bank Al Yousr,"X5X3+52Q, Av. de France, Rabat",Horaires bizarres pour une banque qui vient de commencer!!! Comment vous allez capter plus de clients ??,3 étoiles,il y a 4 ans
BANK AL YOUSR,Asila,Bank Al Yousr,"X5X3+52Q, Av. de France, Rabat",Bon,4 étoiles,il y a 3 ans
BANK AL YOUSR,Asila,Bank Al Yousr,"X5X3+52Q, Av. de France, Rabat",Pas de texte,4 étoiles,il y a 3 ans
BANK AL YOUSR,Asila,Bank Al Yousr,"X44J+PW9, rue Erroumane bd Annakhil immeuble A, Rabat",Publicité mensongère.,1 étoile,il y a un an
BANK AL YOUSR,Asila,Bank Al Yousr,"X44J+PW9, rue Erroumane bd Annakhil immeuble A, Rabat","Oh mon Dieu, rends les choses faciles et ne rends pas les choses difficiles",5 étoiles,il y a 3 ans
BANK AL YOUSR,Asila,Bank Al Yousr,"X44J+PW9, rue Erroumane bd Annakhil immeuble A, Rabat",Pas de texte,1 étoile,il y a 5 mois
UMNIA BANK,Asila,Umnia Bank Larache,"Imm. B, 98 Av. Mohamed V, Larache","Une vraie Banque, le directeur de la Banque, M. Bazaar, est très synoptique et très professionnel.",5 étoiles,il y a une semaine
UMNIA BANK,Asila,Umnia Bank Larache,"Imm. B, 98 Av. Mohamed V, Larache",Nous vous remercions pour votre avis et au plaisir de vous accompagner,5 étoiles,il y a un an
UMNIA BANK,Asila,Umnia Bank Rabat Agdal,"9 Rue Jabal Bouiblane، valle Ould Amir Street, Rabat","mauvais service, la réception n'a rien aidé, il n'y en a qu'un pour tous les clients et elle ne répond pas à nos questions.",1 étoile,il y a un an
UMNIA BANK,Asila,Umnia Bank Rabat Agdal,"9 Rue Jabal Bouiblane، valle Ould Amir Street, Rabat",L'application en ligne s'est améliorée. Je passe de une à 3 étoiles mais reste à améliorer le service...,3 étoiles,il y a 2 ans
UMNIA BANK,Asila,Umnia Bank Rabat Agdal,"9 Rue Jabal Bouiblane، valle Ould Amir Street, Rabat",Le site Web est-il sorti ?,5 étoiles,il y a 7 ans
UMNIA BANK,Asila,Umnia Bank Tanger Nejma,"4 Av. Youssef Ibn Tachfine, Tanger 90060","J’ai récemment visité Umnia Bank Tanger pour obtenir des informations sur leurs produits financiers, en particulier l’option Murabaha, qui m’intéressait beaucoup. Malheureusement, mon expérience a été extrêmement décevante.
L’employé qui m’a reçu était totalement désagréable et absolument pas à l’écoute des clients. Au lieu de prendre le temps de m’expliquer les différentes options disponibles, il m’a presque mis à la porte, sans aucune considération. Aucune volonté d’aider ni de répondre à mes questions, juste une attitude froide et expéditive.
À cause de ce manque total de professionnalisme, j’ai développé une aversion pour cette banque. Si c’est ainsi qu’ils traitent leurs clients potentiels, alors je préfère aller ailleurs, là où le service et le respect du client sont une priorité. Très décevant !",1 étoile,il y a 2 mois
UMNIA BANK,Asila,Umnia Bank Tanger Nejma,"4 Av. Youssef Ibn Tachfine, Tanger 90060","J'ai eu une expérience décevante avec cette banque. Lorsque j'ai demandé des informations sur leurs services, l'approche du directeur était dédaigneuse et peu professionnelle. Au lieu de fournir des réponses claires, j’avais l’impression …",1 étoile,il y a 5 mois
UMNIA BANK,Asila,Umnia Bank Tanger Nejma,"4 Av. Youssef Ibn Tachfine, Tanger 90060",Un très mauvais professionnalisme des banques est leur loyer,1 étoile,il y a un an
UMNIA BANK,Asila,Umnia Bank Rabat Al Manal,"Extension Cité, 359, Amal 4, Rabat 10150","Excellente expérience avec cette agence.
Un grand merci à toute l'équipe pour leur professionnalisme et leur accueil chaleureux.
Mention spéciale à Ssi Mohamed pour son service à distance impeccable, toujours disponible et réactif d'une grande gentillesse. Je recommande vivement.",5 étoiles,il y a 2 mois
UMNIA BANK,Asila,Umnia Bank Rabat Al Manal,"Extension Cité, 359, Amal 4, Rabat 10150","Une excellente agence avec un service de qualité ! Un grand merci au directeur Mr Omar Zaitouni pour son professionnalisme, sa gentillesse et son sens du service. Grâce à lui, chaque visite est agréable et efficace. Je recommande vivement !",5 étoiles,il y a 2 mois
UMNIA BANK,Asila,Umnia Bank Rabat Al Manal,"Extension Cité, 359, Amal 4, Rabat 10150",Un service de qualité et professionnel je tiens a remercier Mr ZAITOUNI omar pour son accueil chaleureux et son professionnalisme très satisfait je recommande,5 étoiles,il y a 2 mois
UMNIA BANK,Asila,Umnia Bank Tetouan Safir,"Av. des FAR, Tétouan",Je suis très satisfait de cette banque elle donne à chacun le temps d’expliquer ils ont un très bon service. Les employés sont très très sympa . je veux conseiller de cette banque,5 étoiles,il y a 9 mois
UMNIA BANK,Asila,Umnia Bank Tetouan Safir,"Av. des FAR, Tétouan","Très satisfaite du service
Personnel compétent, honnête  et serviable",5 étoiles,il y a 9 mois
UMNIA BANK,Asila,Umnia Bank Tetouan Safir,"Av. des FAR, Tétouan",Parmi les meilleurs banques! Qualité de service tooop,5 étoiles,il y a 9 mois
UMNIA BANK,Asila,Umnia Bank Rabat Hassan,"Avenue d'Alger, Rue Kairaouane, Rabat 10020",L'agence umnia hassan parmis les meilleurs agences umnia au niveau de rabat. Equipe tres serviable et à l'écoute surtout Mme molato qui dispose de grandes capacités professionnelles et humaines.,5 étoiles,il y a 2 mois
UMNIA BANK,Asila,Umnia Bank Rabat Hassan,"Avenue d'Alger, Rue Kairaouane, Rabat 10020","Essayez de ne pas mettre des débutants sur des postes qui nécessitent de l’expérience, car un jeune là bas ne sait ni comment parler, ni comment donner de l’information, ni comment vendre le produit, ni même comment saisir de simples chiffres",1 étoile,il y a 2 mois
UMNIA BANK,Asila,Umnia Bank Rabat Hassan,"Avenue d'Alger, Rue Kairaouane, Rabat 10020",Dommage qu'aucune de vos agences n'est ouverte le samedi !!,3 étoiles,il y a 5 ans
UMNIA BANK,Asila,Umnia Bank Tanger Dar Tounsi,"Angle Route Rgaye et Rue Echahid Ahrach Mohamed -Hay Nahda n°11 Bis, Tanger 90060",Service null je vous conseille pas,1 étoile,il y a 3 mois
UMNIA BANK,Asila,Umnia Bank Tanger Dar Tounsi,"Angle Route Rgaye et Rue Echahid Ahrach Mohamed -Hay Nahda n°11 Bis, Tanger 90060","Meziane et Dima sont traités comme des objets utilitaires, mais l'application Umniah Bank est encore en développement",4 étoiles,il y a 2 mois
UMNIA BANK,Asila,Umnia Bank Tanger Dar Tounsi,"Angle Route Rgaye et Rue Echahid Ahrach Mohamed -Hay Nahda n°11 Bis, Tanger 90060",Nous vous remercions pour votre avis et au plaisir de vous accompagner,5 étoiles,il y a 7 mois
Al Barid Bank,Tetouan,Al Barid Bank,"HJCG+692, Av. Prince Héritier, Tétouan","Je suis récemment allé à la banque Barid et j’ai été très déçu par le service. Bien qu’il y ait eu environ 10 personnes avant moi, il n’y avait qu’un seul employé pour gérer toutes les demandes. Cela a rendu le processus extrêmement lent, et j’ai dû attendre très longtemps pour régler mes affaires. Tous les autres postes étaient vides, et il semblait qu’aucun effort n’était fait pour améliorer l’efficacité. Ce niveau de service est inacceptable et doit être corrigé pour éviter que les clients ne perdent des heures pour des tâches basiques.",2 étoiles,il y a 8 mois
Al Barid Bank,Tetouan,Al Barid Bank,"HJCG+692, Av. Prince Héritier, Tétouan","Les salariés sont pas professionnels et impoli, ma carte bancaire a été bloquée dans leur guichet et j'ai revenu le lendemain pour la demander : et vous savez quoi, ils m'ont demandé de remplir un formulaire et de revenir l'après midi, mais …",1 étoile,il y a 2 ans
Al Barid Bank,Tetouan,Al Barid Bank,"HJCG+692, Av. Prince Héritier, Tétouan",Service très lent manque de guichet un seul guichet actif alors que la foule est longue,1 étoile,il y a un an
Al Barid Bank,Tetouan,Al Barid Bank Tetouan Touabel,"HMJ3+FQG, Tétouan",Personnels a la hauteur,5 étoiles,il y a 8 mois
Al Barid Bank,Tetouan,Al Barid Bank Tetouan Touabel,"HMJ3+FQG, Tétouan","Services de mauvaise qualité. Vous attendez votre tour derrière un groupe de préposés, pour être surpris par l'utilisateur que l'appareil ne fonctionne pas après une longue attente. Dans le cadre de l'amélioration des services, ce bureau a été autorisé à effectuer des services pour le compte des institutions publiques, et le résultat a été le contraire de ce qui était attendu.",1 étoile,il y a un an
Al Barid Bank,Tetouan,Al Barid Bank Tetouan Touabel,"HMJ3+FQG, Tétouan",Traitement insalubre par un employé de l'Agence Cash Post dans la soirée du mercredi 12 juillet 2023 à 17h17 minutes. Il tergiverse et ne fait pas la tâche ni même n’essaye.,1 étoile,il y a un an
Al Barid Bank,Tetouan,Barid Banque,"HH9X+2W3, Av. Omar Al Mokhtar, Tétouan",Ça fait 2 semaines que le guichet est toujours en panne. 🤬🤬🤬🤬 …,1 étoile,il y a 7 mois
Al Barid Bank,Tetouan,Barid Banque,"HH9X+2W3, Av. Omar Al Mokhtar, Tétouan","Barid bank un espace à multiples services
* Envoie et réception d'argent
* Ouverture et paiement de CNSS
* Paiement de vous facture
...",5 étoiles,il y a 2 ans
Al Barid Bank,Tetouan,Barid Banque,"HH9X+2W3, Av. Omar Al Mokhtar, Tétouan","Petit magasin, service médiocre",1 étoile,il y a un an
ATTIJARIWAFA BANK,Tetouan,ATTIJARIWAFA BANK centre d'affaires التجاري وفابنك مركز الأعمال,"HMQ4+JMP, Tétouan",bon services dediées aux entreprises et au TPE,5 étoiles,il y a 8 ans
ATTIJARIWAFA BANK,Tetouan,ATTIJARIWAFA BANK centre d'affaires التجاري وفابنك مركز الأعمال,"HMQ4+JMP, Tétouan",Pas de texte,4 étoiles,il y a 3 mois
ATTIJARIWAFA BANK,Tetouan,ATTIJARIWAFA BANK centre d'affaires التجاري وفابنك مركز الأعمال,"HMQ4+JMP, Tétouan",Pas de texte,5 étoiles,il y a un an
ATTIJARIWAFA BANK,Tetouan,Attijari Wafa Banque,"HJ92+Q6W, Tétouan 93020",Agent de sécurité comme si on est chez lui et ne respecte pas les tours et la voix.,1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,Tetouan,Attijari Wafa Banque,"HJ92+Q6W, Tétouan 93020",Avez-vous déjà été victime de deux vols ?😎 …,5 étoiles,il y a 6 ans
ATTIJARIWAFA BANK,Tetouan,Attijari Wafa Banque,"HJ92+Q6W, Tétouan 93020",Pas de texte,2 étoiles,il y a 2 ans
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HMH4+R39, Tétouan",Service de l'employée front office est faiblement faible ! Une réactivité non assurée et un accueil non professionnel imprégné de non respect,1 étoile,il y a 5 mois
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HMH4+R39, Tétouan",bien,5 étoiles,il y a un an
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HMH4+R39, Tétouan",Pas de texte,5 étoiles,il y a 5 mois
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HJCQ+VXQ, Av. des Forces Armées Royales, Tétouan","Chaos très peu professionnel, pas de chiffres, pas de structure et pas d'aide, nous avons encore un long chemin à parcourir, la technologie est-elle là, l'argent mais aussi l'idée, les cerveaux et bien sûr, chaque centime est pour eux tout ce à quoi ils ne pensent que",1 étoile,il y a un an
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HJCQ+VXQ, Av. des Forces Armées Royales, Tétouan",J'ai déposé de l'argent sur mon compte malheureusement il n'apparaît pas donc je dois retourner demain à l'agence pour savoir où est mon argent ? donc je ne suis pas retourné à l'agence le lendemain car l'argent apparaît sur mon compte le lendemain !!!!!,1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HJCQ+VXQ, Av. des Forces Armées Royales, Tétouan",Pas de texte,1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HJ97+WR9, Av. Hassan II, Tétouan 93020",00,1 étoile,il y a 2 mois
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HJ97+WR9, Av. Hassan II, Tétouan 93020",Service zéro,1 étoile,il y a 8 mois
ATTIJARIWAFA BANK,Tetouan,Attijariwafa Bank,"HJ97+WR9, Av. Hassan II, Tétouan 93020",Tfo 3la l'agence zbl le service 5edma 3ade zaydinha be chfra,1 étoile,il y a 4 ans
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"HJ8Q+GQC, Av. Sebta, Tétouan","Espace interne étroit et inconfortable, le délai d'attente Long en raison de l'existence d'une seule caissière",2 étoiles,il y a un an
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"HJ8Q+GQC, Av. Sebta, Tétouan",Bon service,4 étoiles,il y a un an
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"HJ8Q+GQC, Av. Sebta, Tétouan",bon communication,4 étoiles,il y a 3 ans
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"HMR6+MFX, Tétouan","Je me permets d'écrire pour exprimer mon profond mécontentement concernant la qualité de service que j'ai récemment expérimentée dans cette agence,
J'ai été particulièrement déçu par le manque de communication et le non respect de la priorité de la part de certains monbre,
Amina Lafkih",1 étoile,il y a un an
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"HMR6+MFX, Tétouan",Service épouvantable. Ils ne respectent pas non plus le temps.,1 étoile,il y a 3 ans
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"HMR6+MFX, Tétouan",Pas de texte,2 étoiles,il y a 3 semaines
ATTIJARIWAFA BANK,Tetouan,AttijariWafa bank,"HJJR+4XG, Tétouan",Mauvaise service client ne pas bien accueil prendre beaucoup de temps pour compléter vos engagements,1 étoile,il y a un an
ATTIJARIWAFA BANK,Tetouan,AttijariWafa bank,"HJJR+4XG, Tétouan",Mauvais service 👎👎👎👎👎 …,1 étoile,il y a 3 mois
ATTIJARIWAFA BANK,Tetouan,AttijariWafa bank,"HJJR+4XG, Tétouan",Incompétent,1 étoile,il y a un an
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"JP9G+WP3, Av. Hassan II, Martil","Nouveau client je me suis rendu à la banque pour récupérer ma carte bancaire mais elle n'avait même pas été commandée.
Accueil froid personnel non aimable sauf avec les clients fortunés. La banque mérite vraiment sa mauvaise note.",1 étoile,il y a 3 semaines
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"JP9G+WP3, Av. Hassan II, Martil","Merci a toute l'équipe et monsieur le directeur pour leurs gentillesse courtoisie et professionnalisme
je n'ai jamais eu de problème dans cette agence !! il faut juste respecter les salariés le monsieur de la sécurité qui ne fait que son travail et tout se passe très bien. salam aleycom",5 étoiles,il y a 5 mois
ATTIJARIWAFA BANK,Tetouan,Attijariwafa bank,"JP9G+WP3, Av. Hassan II, Martil",J'ai ouvert un compte chez-vous mais j'ai pas eu une copie du contrat signé ?'!! Je l'ai réclamé a la conseillère mais sans succès !! Bizarre.,1 étoile,il y a 7 mois
BANK OF AFRICA,Tetouan,Bank of Africa,"HJ96+QMG, Tétouan","Vaut mieux éviter cette agence! À chaque que j'y vais on trouve des excuses pour ne pas te servir! Le scanneur de chèque ne marche pas, la dame qui se charge de scanner les chèques est absente...",1 étoile,il y a un mois
BANK OF AFRICA,Tetouan,Bank of Africa,"HJ96+QMG, Tétouan","Un avis qui ne changera rien dans cette agence, un seul Employé les autres sont occupés par leur téléphone discussion et ne cesse de discuter et rigoler avec le seul employé à la caisse, donc si t as qq chose à verser ou retirer, ce n ai pas la bonne adresse.
Je demande à cette banque de revoir sa politique envers les clients.",1 étoile,il y a 2 ans
BANK OF AFRICA,Tetouan,Bank of Africa,"HJ96+QMG, Tétouan","La bank of africa à safir à un mauvais service, ils ne répondent jamais, les employés ne prennent pas d'importance aux clients...",1 étoile,il y a 11 mois
BANK OF AFRICA,Tetouan,Bank of Africa BMCE group,"HJCQ+7C3, Av. Lamfadal Afilal, Tétouan",Très mauvais service,1 étoile,il y a 2 semaines
